description,id,keywords,name,slug,thumbnail_url,cook_time,prep_time,total_time,ratings_negative,ratings_positive,score,protein,fat,calories,sugar,carbohydrates,fiber,owner_id,difficulty,servings,category
"You don’t need to go to a pricey restaurant or work really hard to make your own chocolate mousse. This four-ingredient recipe involves beating heavy cream and sugar with an electric mixer, stirring your favorite dark or milk chocolate and hot cream, and then folding the two mixes together. Fancy it up by putting the mousse in chilled martini glasses and topping with whatever you want — whipped cream, fresh raspberries, pirouette cookies, or chocolate shavings.",1567,"alfredo dinner for two, dinner for two, garlic shrimp alfredo, garlic shrimp alfredo for two, garlic shrimp pasta, shrimp alfredo dinner for two, valentine’s day dinner for two",Chocolate Mousse,chocolate-mousse,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f36600ff3f7b4c97aaf6760902758ca1/BFV16661_ShrimpAlfredoDinnerForTwoFINAL.jpg,32,21,49,78,1289,95,11,56,964,85,108,4,mymealuser,2,4,
"One of the fastest, easiest ways to cook salmon is to simply fry it in a pan for a few minutes. All you need is a skinless salmon filet, your seasoning of choice, and some olive oil. After heating the oil, place the filet in a pan and watch the color change to a lighter pink until it’s fully cooked. Garnish with lemon and thyme and pair with your favorite vegetable side for a delicious and healthy dinner.",1599,"4 ways, bake, pan fry, parchment-wrapped, poach, salmon, taste test, tasty",Pan-Fried Salmon,pan-fried-salmon,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/8c2f746c6aea4951b41d94ea96399901/BFV17423_4_Ways_To_Cook_Salmon_FB1080SQ.jpg,24,19,59,14,496,98,34,49,624,3,11,3,mymealuser,2,6,low-carb
"Related Recipes:
<a href=""https://tasty.co/article/jesseszewczyk/back-to-school-dinner-recipes"">Family Dinner Ideas</a> • <a href=""https://tasty.co/recipe/the-best-fudgy-brownies"">Fudgy Brownies</a> • <a href=""https://tasty.co/recipe/3-ingredient-mac-cheese"">Easy Mac and Cheese</a>",1639,"after-school, easy, healthy, kid friendly, snack",After School Zucchini Pizzas,after-school-zucchini-pizzas,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/4df25d06246a4d4988776d7ea2f62ba3/afterschoolsnacks-final.jpg,49,39,54,14,184,93,19,14,256,7,14,2,mymealuser,2,5,low-carb
"It’s 10 p.m. and your dessert craving just hit hard. You want something more elevated than store-bought chocolate chip cookies, but you don’t feel like starting a serious baking endeavor just for yourself. That’s why mug cakes are a total godsend. This cookies and cream version is made with just a handful of basic ingredients. Mix everything into a mug and cook it in the microwave for two minutes. Voilà: A single-serve dessert that’ll satisfy your sweet tooth.",1683,,Cookies & Cream Mug Cake,cookies-cream-mug-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/074937dc9a8b407bae3ff56c70e6d311/BFV18819_MugCakesFourWays-FB.jpg,2,0,2,360,1843,84,5,15,406,31,61,1,mymealuser,2,6,
"We’ve got news for you: You can celebrate your birthday any day of the year, thanks to this single-serve birthday cake in a mug. All you have to do is combine the ingredients into a mug or ramekin, microwave it for about two minutes, and voilà: Warm and delicious birthday cake for one.",1686,,Birthday Cake Mug Cake,birthday-cake-mug-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/d3e827192dcf4194bf61a6c151ffab52/BFV18819_MugCakesFourWays-FB.jpg,2,0,2,1114,4711,81,5,16,410,32,61,0,mymealuser,3,6,
"Whether you’re trying to cut back on meat or just looking for something different to make for dinner, homemade falafel is the solution. This classic Middle Eastern dish is actually surprisingly easy to make at home. You can even prepare the chickpea mixture ahead of time, refrigerate it overnight, and then cook the falafel balls when you’re ready to eat. Toss them in pita bread or on top of salad for a feel-good meal you’ll want to make over and over again.",1944,"chickpeas, falafel, homemade, tahini, tasty, tasty_vegetarian, vegetarian",Homemade Falafel,homemade-falafel,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/files/1497694775/FB_2.jpeg,10,0,10,83,328,80,20,12,493,11,76,15,mymealuser,1,3,vegetarian
"You’ve probably seen rolled ice cream all over your Instagram feed, but you can actually make this Thai dessert recipe at home. And the best part: There’s no fancy equipment required, just a sheet pan. Oh, and all you need is heavy cream, condensed milk, salt, and whatever toppings you like best. Looks like ice cream dreams do come true.",1948,"best, buzzfeed, condensed milk, cook, dessert, diy, easy, food, funfetti, heavy cream, homemade, how to, ice cream, oreo, recipe, rolled ice cream, salt, sugar, sweet, tasty, tasty_vegetarian, thai, yum",DIY Rolled Ice Cream,diy-rolled-ice-cream,https://img.buzzfeed.com/video-api-prod/assets/de1fbbe051b4451fbb722fb34649d11c/fb_1.jpg,44,32,54,140,681,83,11,60,743,57,57,0,mymealuser,2,4,vegetarian
"These kid-friendly corn dog bites are too cute (and easy!) to not make for every movie night. After cutting hot dogs into thirds, all you have to do is coat them in flour and a simple batter, quickly fry them for a few minutes, then serve with your favorite condiments or dipping sauces. The best part? Because these are mini, you don’t need to buy skewers!",2059,,Mini Corn Dogs,mini-corn-dogs,https://img.buzzfeed.com/video-api-prod/assets/b454f156c1c1422788927aa0ead9ce81/mini_corn_dog_FB_thumb.jpg,27,51,53,39,487,93,5,64,658,3,17,0,mymealuser,2,5,
"There are a few secrets to the best classic, chewy chocolate chip cookies. Number one: Don’t use chips; instead, opt for a mix of milk or semisweet and dark chocolate chunks. The second is to let the dough rest overnight or longer for a more complex, toffee-like flavor. Lastly, use an ice cream scooper to get even-sized cookies every time. And that’s it! With these little tweaks, the result is a cookie that’s textured on the outside, and soft and gooey on the inside. Absolutely perfect!",2088,"bakery style cookies, best chocolate chip cookie, best chocolate chip cookie recipe, cafe cookie, chewy chocolate chip cookie, chocolate chip cookies, gooey chocolate chip cookies, how to make chocolate chip cookies, recipe for chocolate chip cookie, soft chocolate chip cookies, tasty, tasty_vegetarian, ultimate chocolate chip cookie",The Best Chewy Chocolate Chip Cookies,the-best-chewy-chocolate-chip-cookies,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/62298.jpg,15,20,65,2623,36773,94,3,14,273,23,34,1,mymealuser,2,5,vegetarian
"Great news: You don’t have to travel to Chicago to eat doughy, cheesy deep dish pizza because now, you can make it right in your kitchen. The most time-consuming part of this recipe is making the dough, but you can prepare it up to a month in advance and freeze it for later. Bake the dough in a deep dish pan covered with homemade tomato sauce, sausage, and cheese until it's golden-brown and bubbling.",2101,"cheese, cheese pizza, chicago, chicago deep dish, deep dish pizza, dough, homemade, italian, italian sausage, mozzorella , mozzorella cheese, parmesan, pizza, pizza dough, pizza pie, pizza sauce",Deep Dish Pizza,deep-dish-pizza,https://img.buzzfeed.com/video-api-prod/assets/2008635b41ff43f0bc4d2cb56635d8ae/IMG_0692_fb.jpg,25,0,25,21,503,96,28,28,624,8,64,4,mymealuser,1,2,
This content is intended solely for users of legal drinking age. Drink responsibly.,2159,,Chocolate Peanut Butter Shake,chocolate-peanut-butter-shake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/79348.jpg,25,26,37,28,204,88,14,33,674,52,70,6,mymealuser,1,4,
This content is intended solely for users of legal drinking age. Drink responsibly.,2160,,Irish Coffee Milkshake,irish-coffee-milkshake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/79348.jpg,36,27,26,16,131,90,8,23,508,44,50,2,mymealuser,3,6,
This content is intended solely for users of legal drinking age. Drink responsibly.,2161,,Strawberry Shortcake Milkshake,strawberry-shortcake-milkshake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/79348.jpg,43,35,42,29,240,90,10,39,771,63,77,1,mymealuser,1,4,
This content is intended solely for users of legal drinking age. Drink responsibly.,2162,,Bourbon Peach Creamsicle,bourbon-peach-creamsicle,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/79348.jpg,46,23,36,8,69,90,9,23,541,51,58,3,mymealuser,2,6,
This content is intended solely for users of legal drinking age. Drink responsibly.,2229,"tasty, tasty_contains_alcohol, tasty_vegetarian",No-Bake S’mores Ice Cream Cake,no-bake-smores-ice-cream-cake,https://img.buzzfeed.com/video-api-prod/assets/ee63d21cc4b840609441696c05cc5eb4/thumb2.jpg,50,46,25,24,149,87,9,60,907,68,93,3,mymealuser,1,3,vegetarian
"The best buffalo wings are a perfect mix of crispy, tender, and saucy, and this recipe does it all. After coating the wings in cornstarch, you cover them in a spicy, flavorful batter before quickly frying them for 8-10 minutes. All that’s left is mixing them in a bowl with your favorite buffalo sauce and plating them with all the fixings —celery sticks, ranch, blue cheese dip. It doesn’t really matter, because these juicy, crunchy wings will be the true game night stars no matter what!",2287,"buffalo wings, chicken wings, hot wings ",The Best Crispy Buffalo Wings,the-best-crispy-buffalo-wings,https://img.buzzfeed.com/video-api-prod/assets/7def155256434be9ac01e752e1b79558/Facebook_Square.jpg,35,53,58,83,1505,95,35,43,656,2,30,0,mymealuser,2,5,
"It’s Taco Tuesday! Or maybe it’s taco ANYday because let’s face it: there’s never NOT a good day to eat a taco. But you don’t want something basic. You want the real deal, and we’re here to make that dream come true. With our super flavorful tacos al pastor, you’re going to feel like you’re at a food truck on a beach, chowing down on some of the best eats around.",2632,,Mexican-style Pork Tacos (Tacos Al Pastor),mexican-style-pork-tacos-tacos-al-pastor,https://img.buzzfeed.com/video-api-prod/assets/7ae7e369f0b042ab9fdde41c89be6aec/BFV13345_HomemadeAlPastor-ThumbTextless1080.jpg,39,40,57,36,815,96,48,32,597,10,29,5,mymealuser,1,6,
"It’s hard to find a dinner that’s easy, healthy, AND delicious, so this one-pan, flavor-packed easy salmon recipe is one you’ll want to hold on to. Add salmon filets, asparagus, and chopped potatoes to a parchment-lined sheet pan before drizzling with olive oil. The salmon gets glazed with a marinade of honey, garlic, and herbs before being topped with fresh thyme and lemon slices. The result is a beautiful meal for two that’ll make you feel the most adult you’ve ever felt.",2682,,Easy Salmon Dinner,easy-salmon-dinner,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/60844f8c472c4935b007832c639e1225/BFV28280EasySalmonDinnervsGourmetSalmonDinnerFBV4.jpg,32,20,33,38,1025,97,30,30,689,25,75,7,mymealuser,3,2,
"When baked in the oven, the inside of spaghetti squash takes on a noodle-like texture, making it a perfect low-carb alternative to your favorite pasta recipe. And this creamy primavera recipe takes spaghetti squash to the next level. The squash is loaded with vegetables like mushroom, broccoli, and asparagus, then it’s tossed with a creamy parmesan mixture, which you can also make dairy-free.",2791,,Primavera Spaghetti Squash,primavera-spaghetti-squash,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3aaf6034a54145029204420dc1bade64/fb.jpg,65,0,65,22,397,95,15,26,444,18,45,11,mymealuser,2,5,low-carb
"Buttery, creamy, and made oh-so fragrant with the help of thyme and chives, this potato leek soup is the perfect companion to any cold weather dinner. Serve with a bit of hot sauce for an extra kick and a sprinkling of croutons for added crunch.",2895,tasty,Potato Leek Soup,potato-leek-soup,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/40008cd35cdb4a938ade8062da1ccb8a/fb.jpg,45,0,45,65,1526,96,3,49,751,14,67,3,mymealuser,2,2,
"If there’s one thing you should be eating more of this fall, it’s butternut squash soup (the homemade kind, of course). This seasonal recipe is easy to whip together in no time, and you can make a big batch at once to freeze for lazy nights or on-the-go work lunches.",2896,tasty,Butternut Squash Soup,butternut-squash-soup,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/dcc9e8f4653c4762a33016acfa3c4405/fb.jpg,45,0,45,56,1363,97,1,47,680,14,56,3,mymealuser,1,3,
"The ultimate beef Wellington can seem difficult to make, but each step is actually pretty simple. After cooking the seasoned beef, brush it with mustard and store in the fridge. Then fry up some chopped mushrooms and shallots in butter before wrapping the beef in prosciutto and the mushroom mixture. All that’s left is unraveling some store-bought puff pastry and making a beautiful, woven, floral design before baking. It’s hard to cut into this masterpiece, but the taste is worth it!",3041,"beef wellington, best, best ever, buzzfeed, centerpiece, christmas, classic, cook, dish, easy, egg, entree, family, fancy, feast, food, garlic, ham, holiday, how to, main, mushrooms, mustard, onion, perfect, pie dough, prosciutto, puff pastry, recipe, shallot, tasty, thanksgiving, ultimate, yum, yummy",Show-Stopping Beef Wellington,show-stopping-beef-wellington,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/114506.jpg,51,55,28,35,838,96,35,21,387,1,13,1,mymealuser,3,5,low-carb
"This quick and easy taco soup is made entirely in one pot and in less than 30 minutes. Topped with cheese, avocado, and all the fixin's, this simple soup makes the perfect weeknight dinner that'll please just about everyone.",3136,,Taco Soup,taco-soup,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/121207.jpg,25,0,25,48,2244,98,44,38,744,12,60,16,mymealuser,3,3,
"If you’ve been searching for a better-for-you-dessert recipe that still feels totally indulgent, look no further. This peanut butter pie is the perfect mixture of sweet and savory. The crust – made with any kind of nuts, oat flower, cocoa powder, and milk – is dense, but the peanut butter and Greek yogurt filling is light and airy.",3159,,Lighter Chocolate Peanut Butter Pie,lighter-chocolate-peanut-butter-pie,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/122720.jpg,48,30,23,19,141,89,21,46,743,43,72,9,mymealuser,2,5,
"Gnocchi are something you probably order all the time at restaurants but never think about making from scratch. Well, now’s the time to start. These lightened-up homemade gnocchi call for sweet potato in place of regular potato. The sweet potato is mashed with flour, egg, and Parmesan and boiled into little dumplings. Then, the gnocchi get tossed in a simple sauce of butter and sage until just golden.",3225,"tasty, tasty_vegetarian",Sweet Potato Gnocchi,sweet-potato-gnocchi,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/125259.jpg,45,0,45,137,1240,91,14,11,434,4,67,3,mymealuser,3,2,vegetarian
"When it comes to comfort food, there are few meals as satisfying as warm, cheesy lasagna. This recipe is a lighter take on classic lasagna. It’s made with thinly sliced zucchini in place of noodles, and it calls for ground turkey for the meat sauce, but it still contains everything you love about the classic dish.",3375,,Zucchini Lasagna,zucchini-lasagna,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/c37efd97131f4cd4bc48acc314ab7f34/zucchinilasagnafb.jpg,90,0,90,15,555,98,25,19,328,6,13,3,mymealuser,3,5,low-carb
"Making donuts and munchkins from scratch can seem like an intimidating endeavor, but once you go homemade, it’s really hard to go back to store-bought. After you make the dough and let it rise overnight, you’ll cut the donut and donut hole shapes and fry them in a heavy pan. While they rest, whisk together the glaze and either drizzle over the donuts or dunk them in it. Add sprinkles if you want and enjoy your warm, fresh-baked treats — this recipe makes a lot of them!",3415,"american, classic, classic glazed donuts, desserts, donut decoration, donuts, dunkin, dunkin donuts, frosting, glaze, glazed, glazed donuts, krispy kreme, krispy kreme copycat recipe, sweets, tasty, tasty_vegetarian",Classic Glazed Donuts,classic-glazed-donuts,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/133325.jpg,56,48,49,214,1794,90,13,7,518,53,99,1,mymealuser,3,2,vegetarian
